filename,identity_id,class_idx,subset,resolved_path
160559.jpg,10023,0,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10023/160559.jpg
162729.jpg,10023,0,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10023/162729.jpg
016200.jpg,10055,1,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10055/016200.jpg
019656.jpg,10055,1,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10055/019656.jpg
042973.jpg,10055,1,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10055/042973.jpg
055124.jpg,10055,1,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10055/055124.jpg
062191.jpg,10055,1,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10055/062191.jpg
064285.jpg,10055,1,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10055/064285.jpg
070536.jpg,10055,1,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10055/070536.jpg
077321.jpg,10055,1,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10055/077321.jpg
079483.jpg,10055,1,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10055/079483.jpg
079708.jpg,10055,1,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10055/079708.jpg
085064.jpg,10055,1,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10055/085064.jpg
087374.jpg,10055,1,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10055/087374.jpg
099282.jpg,10055,1,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10055/099282.jpg
107666.jpg,10055,1,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10055/107666.jpg
110500.jpg,10055,1,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10055/110500.jpg
130286.jpg,10055,1,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10055/130286.jpg
138000.jpg,10055,1,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10055/138000.jpg
140729.jpg,10055,1,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10055/140729.jpg
142000.jpg,10055,1,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10055/142000.jpg
154310.jpg,10055,1,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10055/154310.jpg
017979.jpg,10057,2,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10057/017979.jpg
019320.jpg,10057,2,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10057/019320.jpg
022254.jpg,10057,2,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10057/022254.jpg
042055.jpg,10057,2,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10057/042055.jpg
072124.jpg,10057,2,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10057/072124.jpg
074469.jpg,10057,2,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10057/074469.jpg
077284.jpg,10057,2,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10057/077284.jpg
084165.jpg,10057,2,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10057/084165.jpg
094129.jpg,10057,2,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10057/094129.jpg
102357.jpg,10057,2,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10057/102357.jpg
104484.jpg,10057,2,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10057/104484.jpg
111135.jpg,10057,2,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10057/111135.jpg
116096.jpg,10057,2,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10057/116096.jpg
125249.jpg,10057,2,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10057/125249.jpg
129152.jpg,10057,2,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10057/129152.jpg
138350.jpg,10057,2,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10057/138350.jpg
153276.jpg,10057,2,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10057/153276.jpg
153700.jpg,10057,2,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10057/153700.jpg
161079.jpg,10057,2,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10057/161079.jpg
161702.jpg,10057,2,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10057/161702.jpg
184519.jpg,10077,3,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10077/184519.jpg
184853.jpg,10077,3,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10077/184853.jpg
188339.jpg,10077,3,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10077/188339.jpg
188466.jpg,10077,3,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10077/188466.jpg
190199.jpg,10077,3,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10077/190199.jpg
190523.jpg,10077,3,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10077/190523.jpg
190598.jpg,10077,3,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10077/190598.jpg
191234.jpg,10077,3,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10077/191234.jpg
192498.jpg,10077,3,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10077/192498.jpg
192867.jpg,10077,3,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10077/192867.jpg
193293.jpg,10077,3,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10077/193293.jpg
194957.jpg,10077,3,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10077/194957.jpg
196064.jpg,10077,3,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10077/196064.jpg
196445.jpg,10077,3,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10077/196445.jpg
198303.jpg,10077,3,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10077/198303.jpg
198439.jpg,10077,3,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10077/198439.jpg
199221.jpg,10077,3,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10077/199221.jpg
201160.jpg,10077,3,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10077/201160.jpg
201201.jpg,10077,3,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10077/201201.jpg
202540.jpg,10077,3,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10077/202540.jpg
006416.jpg,10085,4,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10085/006416.jpg
014258.jpg,10085,4,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10085/014258.jpg
025654.jpg,10085,4,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10085/025654.jpg
027130.jpg,10085,4,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10085/027130.jpg
031150.jpg,10085,4,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10085/031150.jpg
038768.jpg,10085,4,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10085/038768.jpg
041351.jpg,10085,4,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10085/041351.jpg
059085.jpg,10085,4,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10085/059085.jpg
060988.jpg,10085,4,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10085/060988.jpg
071480.jpg,10085,4,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10085/071480.jpg
078025.jpg,10085,4,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10085/078025.jpg
078720.jpg,10085,4,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10085/078720.jpg
090685.jpg,10085,4,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10085/090685.jpg
096425.jpg,10085,4,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10085/096425.jpg
105266.jpg,10085,4,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10085/105266.jpg
128317.jpg,10085,4,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10085/128317.jpg
144620.jpg,10085,4,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10085/144620.jpg
147553.jpg,10085,4,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10085/147553.jpg
153257.jpg,10085,4,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10085/153257.jpg
160965.jpg,10085,4,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10085/160965.jpg
005335.jpg,10089,5,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10089/005335.jpg
005733.jpg,10089,5,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10089/005733.jpg
016695.jpg,10089,5,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10089/016695.jpg
016746.jpg,10089,5,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10089/016746.jpg
042389.jpg,10089,5,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10089/042389.jpg
049648.jpg,10089,5,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10089/049648.jpg
055596.jpg,10089,5,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10089/055596.jpg
056442.jpg,10089,5,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10089/056442.jpg
058386.jpg,10089,5,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10089/058386.jpg
059605.jpg,10089,5,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10089/059605.jpg
061185.jpg,10089,5,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10089/061185.jpg
063245.jpg,10089,5,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10089/063245.jpg
079526.jpg,10089,5,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10089/079526.jpg
079569.jpg,10089,5,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10089/079569.jpg
091985.jpg,10089,5,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10089/091985.jpg
095613.jpg,10089,5,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10089/095613.jpg
133973.jpg,10089,5,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10089/133973.jpg
134755.jpg,10089,5,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10089/134755.jpg
139253.jpg,10089,5,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10089/139253.jpg
144109.jpg,10089,5,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10089/144109.jpg
026533.jpg,101,6,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/101/026533.jpg
031460.jpg,101,6,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/101/031460.jpg
045786.jpg,101,6,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/101/045786.jpg
049811.jpg,101,6,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/101/049811.jpg
064567.jpg,101,6,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/101/064567.jpg
073353.jpg,101,6,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/101/073353.jpg
078141.jpg,101,6,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/101/078141.jpg
096035.jpg,101,6,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/101/096035.jpg
102917.jpg,101,6,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/101/102917.jpg
105425.jpg,101,6,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/101/105425.jpg
110765.jpg,101,6,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/101/110765.jpg
114995.jpg,101,6,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/101/114995.jpg
119297.jpg,101,6,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/101/119297.jpg
122602.jpg,101,6,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/101/122602.jpg
127113.jpg,101,6,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/101/127113.jpg
133065.jpg,101,6,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/101/133065.jpg
134605.jpg,101,6,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/101/134605.jpg
141822.jpg,101,6,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/101/141822.jpg
146521.jpg,101,6,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/101/146521.jpg
150663.jpg,101,6,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/101/150663.jpg
005199.jpg,10113,7,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10113/005199.jpg
010993.jpg,10113,7,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10113/010993.jpg
014188.jpg,10113,7,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10113/014188.jpg
018742.jpg,10113,7,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10113/018742.jpg
039613.jpg,10113,7,train,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2025.1.1осень/10_PROj/celeba_wild_aligned_112_splits_20/train/images/10113/039613.jpg
