global_face_index,image_name,image_path,face_id,det_score,template_rmse_px,aligned_path
44,195561.jpg,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2026.1.0весна/24-10_FinalProject/CelebA__original_wild_images/Part 20/Part 20/195561.jpg,0,0.9204720854759216,1.9302241802215576,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2026.1.0весна/24-10_FinalProject/Pipeline_stage/B3/dls_fr_task3_output_v32_500/aligned_faces/00044__195561__face0.jpg
45,196823.jpg,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2026.1.0весна/24-10_FinalProject/CelebA__original_wild_images/Part 20/Part 20/196823.jpg,0,0.9303244948387146,5.3379998207092285,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2026.1.0весна/24-10_FinalProject/Pipeline_stage/B3/dls_fr_task3_output_v32_500/aligned_faces/00045__196823__face0.jpg
46,200259.jpg,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2026.1.0весна/24-10_FinalProject/CelebA__original_wild_images/Part 21/Part 21/200259.jpg,0,0.9455165266990662,5.322649955749512,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2026.1.0весна/24-10_FinalProject/Pipeline_stage/B3/dls_fr_task3_output_v32_500/aligned_faces/00046__200259__face0.jpg
47,185595.jpg,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2026.1.0весна/24-10_FinalProject/CelebA__original_wild_images/Part 19/Part 19/185595.jpg,0,0.9424669742584229,2.9159605503082275,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2026.1.0весна/24-10_FinalProject/Pipeline_stage/B3/dls_fr_task3_output_v32_500/aligned_faces/00047__185595__face0.jpg
48,186017.jpg,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2026.1.0весна/24-10_FinalProject/CelebA__original_wild_images/Part 19/Part 19/186017.jpg,0,0.9317346215248108,2.042811870574951,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2026.1.0весна/24-10_FinalProject/Pipeline_stage/B3/dls_fr_task3_output_v32_500/aligned_faces/00048__186017__face0.jpg
49,188403.jpg,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2026.1.0весна/24-10_FinalProject/CelebA__original_wild_images/Part 19/Part 19/188403.jpg,0,0.9185850620269775,5.631266117095947,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2026.1.0весна/24-10_FinalProject/Pipeline_stage/B3/dls_fr_task3_output_v32_500/aligned_faces/00049__188403__face0.jpg
50,199867.jpg,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2026.1.0весна/24-10_FinalProject/CelebA__original_wild_images/Part 20/Part 20/199867.jpg,0,0.9108633399009705,4.594305515289307,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2026.1.0весна/24-10_FinalProject/Pipeline_stage/B3/dls_fr_task3_output_v32_500/aligned_faces/00050__199867__face0.jpg
51,038022.jpg,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2026.1.0весна/24-10_FinalProject/CelebA__original_wild_images/Part 4/Part 4/038022.jpg,0,0.9273594617843628,3.9483392238616943,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2026.1.0весна/24-10_FinalProject/Pipeline_stage/B3/dls_fr_task3_output_v32_500/aligned_faces/00051__038022__face0.jpg
52,076275.jpg,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2026.1.0весна/24-10_FinalProject/CelebA__original_wild_images/Part 8/Part 8/076275.jpg,0,0.9515028595924377,4.7567901611328125,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2026.1.0весна/24-10_FinalProject/Pipeline_stage/B3/dls_fr_task3_output_v32_500/aligned_faces/00052__076275__face0.jpg
53,157163.jpg,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2026.1.0весна/24-10_FinalProject/CelebA__original_wild_images/Part 16/Part 16/157163.jpg,0,0.9466589093208313,6.631953716278076,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2026.1.0весна/24-10_FinalProject/Pipeline_stage/B3/dls_fr_task3_output_v32_500/aligned_faces/00053__157163__face0.jpg
54,162235.jpg,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2026.1.0весна/24-10_FinalProject/CelebA__original_wild_images/Part 17/Part 17/162235.jpg,0,0.9077503085136414,3.095231294631958,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2026.1.0весна/24-10_FinalProject/Pipeline_stage/B3/dls_fr_task3_output_v32_500/aligned_faces/00054__162235__face0.jpg
55,183454.jpg,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2026.1.0весна/24-10_FinalProject/CelebA__original_wild_images/Part 19/Part 19/183454.jpg,0,0.9414888620376587,4.559812545776367,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2026.1.0весна/24-10_FinalProject/Pipeline_stage/B3/dls_fr_task3_output_v32_500/aligned_faces/00055__183454__face0.jpg
56,192825.jpg,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2026.1.0весна/24-10_FinalProject/CelebA__original_wild_images/Part 20/Part 20/192825.jpg,0,0.9330061674118042,0.8620223999023438,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2026.1.0весна/24-10_FinalProject/Pipeline_stage/B3/dls_fr_task3_output_v32_500/aligned_faces/00056__192825__face0.jpg
57,193026.jpg,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2026.1.0весна/24-10_FinalProject/CelebA__original_wild_images/Part 20/Part 20/193026.jpg,0,0.9075866937637329,3.0082106590270996,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2026.1.0весна/24-10_FinalProject/Pipeline_stage/B3/dls_fr_task3_output_v32_500/aligned_faces/00057__193026__face0.jpg
58,200931.jpg,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2026.1.0весна/24-10_FinalProject/CelebA__original_wild_images/Part 21/Part 21/200931.jpg,0,0.904340922832489,3.750627040863037,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2026.1.0весна/24-10_FinalProject/Pipeline_stage/B3/dls_fr_task3_output_v32_500/aligned_faces/00058__200931__face0.jpg
59,036209.jpg,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2026.1.0весна/24-10_FinalProject/CelebA__original_wild_images/Part 4/Part 4/036209.jpg,0,0.9251071810722351,1.3196632862091064,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2026.1.0весна/24-10_FinalProject/Pipeline_stage/B3/dls_fr_task3_output_v32_500/aligned_faces/00059__036209__face0.jpg
60,057899.jpg,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2026.1.0весна/24-10_FinalProject/CelebA__original_wild_images/Part 6/Part 6/057899.jpg,0,0.9414103031158447,2.312666893005371,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2026.1.0весна/24-10_FinalProject/Pipeline_stage/B3/dls_fr_task3_output_v32_500/aligned_faces/00060__057899__face0.jpg
61,081823.jpg,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2026.1.0весна/24-10_FinalProject/CelebA__original_wild_images/Part 9/Part 9/081823.jpg,0,0.919815719127655,3.088636636734009,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2026.1.0весна/24-10_FinalProject/Pipeline_stage/B3/dls_fr_task3_output_v32_500/aligned_faces/00061__081823__face0.jpg
62,098902.jpg,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2026.1.0весна/24-10_FinalProject/CelebA__original_wild_images/Part 10/Part 10/098902.jpg,0,0.9026901125907898,4.5806965827941895,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2026.1.0весна/24-10_FinalProject/Pipeline_stage/B3/dls_fr_task3_output_v32_500/aligned_faces/00062__098902__face0.jpg
63,005395.jpg,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2026.1.0весна/24-10_FinalProject/CelebA__original_wild_images/Part 1/Part 1/005395.jpg,0,0.9457970261573792,5.079314708709717,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2026.1.0весна/24-10_FinalProject/Pipeline_stage/B3/dls_fr_task3_output_v32_500/aligned_faces/00063__005395__face0.jpg
64,035619.jpg,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2026.1.0весна/24-10_FinalProject/CelebA__original_wild_images/Part 4/Part 4/035619.jpg,0,0.9428818225860596,3.6925289630889893,/Users/baal/Yandex.Disk.localized/WORK/PROg/DLS/DLS.2026.1.0весна/24-10_FinalProject/Pipeline_stage/B3/dls_fr_task3_output_v32_500/aligned_faces/00064__035619__face0.jpg
